spin concentration (uM),Field (mT),T10(0) (s),T10(0) stdd,T1(0) (s),T1(0) stdd, krho (s^-1M^-1),ksigma (s^-1M^-1),ksigma stdd,klow (s^-1M^-1),coupling factor,tcorr (ps),Dlocal (m^2/s)
    100.00,    348.50,    2.5000,    0.0000,    2.0820,    0.0460,    803.07,     25.68,    0.1385,   1278.53,0.03198,    416.84,3.511e-10
