power (W),T_1 (s),T_1 error (s),Exp Num
0.00058949593487668897,2.0201537340089999,0.045094119505975812,28
0.024242327290569146,2.276836030132745,0.027292962272260857,29
0.054429505156431406,2.3708172489377355,0.016584221490598669,30
0.086284494036051498,2.4428968088189085,0.021763318054461779,31
0.11617812912435856,2.5709096032675687,0.027828465558560601,32
1.9952623149688786e-11,2.0013650196618409,0.044120057402111598,304
"
"
