t1Val (s),error,expNum
2.0201537340089999,0.045094119505975812,28
2.276836030132745,0.027292962272260857,29
2.3708172489377355,0.016584221490598669,30
2.4428968088189085,0.021763318054461779,31
2.5709096032675687,0.027828465558560601,32
2.0013650196618409,0.044120057402111598,304
