0.9883,-0.387383
1667.54,0.0810401
3334.1,0.243666
5000.66,0.296825
6667.21,0.286572
8333.77,0.260566
10000.3,0.228543
11666.9,0.209918
13333.4,0.218105
15000,0.249854
