t1_index\Power (dBm),-99,26,29,30.8,32,33
0,1.039,1.03,1.068,1.064,1.062,1.073
1,1.041,1.03,1.068,1.062,1.063,1.072
2,1.046,1.03,1.068,1.062,1.063,1.072
3,1.048,1.028,1.067,1.059,1.062,1.072
4,1.055,1.025,1.064,1.059,1.06,1.07
5,1.058,1.021,1.064,1.057,1.06,1.067
6,1.06,1.021,1.06,1.057,1.058,1.067
7,1.06,1.018,1.06,1.055,1.055,1.065
8,1.055,1.017,1.058,1.053,1.055,1.065
9,1.054,1.019,1.055,1.051,1.053,1.062
