t1_index\Power (dBm),27,30,31.8
0,0.018,0.018,0.045
1,0.02,0.018,0.042
2,0.02,0.02,0.042
3,0.02,0.02,0.045
4,0.022,0.02,0.045
5,0.022,0.022,0.045
6,0.023,0.022,0.045
7,0.025,0.022,0.045
8,0.026,0.02,0.045
9,0.026,0.018,0.045
10,0.026,0.018,0.043
11,0.028,0.018,0.041
12,0.028,0.018,0.039
13,0.03,0.02,0.038
14,0.03,0.02,0.037
