0,0.716077,-0.124535
100.098,0.716077,-0.102297
200.195,0.782793,-0.186803
300.293,0.707182,-0.142326
400.391,0.542618,-0.200146
500.488,0.502589,-0.226832
600.586,0.53817,-0.30689
700.684,0.440321,-0.213489
800.781,0.689391,-0.266861
900.879,0.644915,-0.133431
1000.98,0.582647,-0.293547
1101.07,0.275757,-0.53817
1201.17,0.30689,-0.542618
1301.27,0.569304,-0.582647
1401.37,0.297995,-0.369158
1501.46,0.244623,-0.507036
1601.56,0.400292,-0.395844
1701.66,0.395844,-0.507036
1801.76,0.315786,-0.2891
1901.86,0.0533722,-0.311338
2001.95,0.164564,-0.529275
2102.05,0.222384,-0.551513
2202.15,0.284652,-0.435873
2302.25,0.195698,-0.271309
2402.34,-0.0444769,-0.369158
2502.44,-0.0578199,-0.551513
2602.54,0.23128,-0.315786
2702.64,0.0978491,-0.569304
2802.73,-0.213489,-0.493693
2902.83,0.0800584,-0.489246
3002.93,0.342472,-0.498141
3103.03,-0.071163,-0.529275
3203.13,-0.271309,-0.498141
3303.22,0.0978491,-0.418083
3403.32,-0.186803,-0.524827
3503.42,-0.209041,-0.24907
3603.52,0.11564,-0.404739
3703.61,-0.186803,-0.369158
3803.71,-0.213489,-0.302443
3903.81,-0.128983,-0.493693
4003.91,-0.169012,-0.324681
4104,-0.142326,-0.244623
4204.1,-0.271309,-0.17346
4304.2,-0.0934014,-0.333577
4404.3,-0.0133431,-0.373606
4504.39,-0.24907,-0.324681
4604.49,-0.315786,-0.151221
4704.59,-0.0533722,-0.0355815
4804.69,-0.275757,-0.409187
4904.79,-0.280204,-0.182355
5004.88,-0.169012,-0.0400292
5104.98,-0.30689,-0.142326
5205.08,-0.297995,-0.120088
5305.18,-0.36471,-0.226832
5405.27,-0.11564,-0.262414
5505.37,-0.0489246,-0.271309
5605.47,-0.0355815,-0.106744
5705.57,-0.240175,0.0266861
5805.66,-0.262414,-0.102297
5905.76,-0.2891,0.160117
6005.86,-0.2891,-0.0355815
6105.96,-0.271309,-0.0400292
6206.05,-0.177907,0.164564
6306.15,-0.133431,-0.111192
6406.25,-0.155669,0.071163
6506.35,-0.0934014,0.106744
6606.45,-0.0177907,-0.0177907
6706.54,-0.253518,0.204594
6806.64,-0.253518,0.0978491
6906.74,-0.0222384,-0.0489246
7006.84,-0.0667153,0.164564
7106.93,0,0.235727
7207.03,0.191251,0.23128
7307.13,0.120088,0.120088
7407.23,0.0222384,-0.00444769
7507.32,0.0578199,0.0133431
7607.42,0.0266861,0.0756107
7707.52,0.124535,0.00444769
7807.62,0.0578199,0.142326
7907.71,0.0355815,0.186803
8007.81,0.200146,-0.0266861
8107.91,0.0533722,0.169012
8208.01,0.0177907,0.311338
8308.11,0.155669,0.160117
8408.2,0.200146,0.0311338
8508.3,0.200146,0.0266861
8608.4,-0.00889537,-0.0578199
8708.5,-0.0266861,0.204594
8808.59,0.0800584,0.124535
8908.69,0.106744,0.00444769
9008.79,0.213489,-0.0222384
9108.89,0.315786,0.0800584
9208.98,0.257966,-0.0266861
9309.08,0.200146,-0.0667153
9409.18,0.333577,-0.186803
9509.28,0.222384,-0.0266861
9609.38,0.142326,-0.266861
9709.47,0.186803,-0.204594
9809.57,0.142326,-0.0400292
9909.67,0.0978491,-0.271309
10009.8,0.182355,-0.17346
10109.9,0.142326,-0.0934014
10210,0.382501,-0.0978491
10310.1,0.311338,-0.226832
10410.2,0.142326,-0.151221
10510.3,0.182355,-0.280204
10610.4,0.36471,-0.257966
10710.4,0.395844,-0.128983
10810.5,0.0934014,-0.355815
10910.6,0.0266861,-0.302443
11010.7,0.0533722,-0.2891
11110.8,0.151221,-0.342472
11210.9,0.209041,-0.355815
11311,0.182355,-0.235727
11411.1,0.182355,-0.253518
11511.2,0.217937,-0.293547
11611.3,0.106744,-0.293547
11711.4,0.0489246,-0.34692
11811.5,0.0800584,-0.42253
