0,-10.6389,1.36989
100.098,-10.4876,2.07262
200.195,-10.163,2.55742
300.293,-10.114,2.88655
400.391,-9.82494,3.33132
500.488,-9.78491,3.72271
600.586,-9.56252,4.30091
700.684,-9.34904,4.97251
800.781,-9.26008,5.22603
900.879,-8.81532,5.29719
1000.98,-8.32607,5.7642
1101.07,-8.11703,6.1467
1201.17,-7.9747,6.66708
1301.27,-7.38316,6.71601
1401.37,-6.95173,7.00955
1501.46,-6.84944,7.29865
1601.56,-6.21342,7.58775
1701.66,-5.71973,7.86351
1801.76,-5.33722,7.97915
1901.86,-4.68786,8.25935
2001.95,-4.22085,8.3572
2102.05,-3.90062,8.20598
2202.15,-3.44251,8.41058
2302.25,-2.89989,8.44171
2402.34,-2.63303,8.54845
2502.44,-2.28611,8.49953
2602.54,-1.7346,8.35276
2702.64,-1.37434,8.4684
2802.73,-0.991834,8.40168
2902.83,-0.484798,8.11703
3002.93,-0.0489246,7.9836
3103.03,0.271309,8.01473
3203.13,0.676048,7.72563
3303.22,1.11637,7.44988
3403.32,1.41881,7.22304
3503.42,1.61006,7.00511
3603.52,2.13934,6.85833
3703.61,2.59745,6.65819
3803.71,2.57966,6.48028
3903.81,2.79759,6.09333
4003.91,2.93547,5.85316
4104,3.31353,5.49734
4204.1,3.62931,5.06592
4304.2,3.77609,4.82574
4404.3,3.76719,4.40766
4504.39,3.98957,4.06519
4604.49,4.02516,3.7583
4704.59,4.33649,3.47809
4804.69,4.29202,3.01998
4904.79,4.15859,2.85986
5004.88,4.26978,2.41065
5104.98,4.39876,2.1082
5205.08,4.38542,1.75684
5305.18,4.38097,1.22756
5405.27,4.33649,0.978491
5505.37,4.12301,0.498141
5605.47,4.06519,0.271309
5705.57,3.85614,0.120088
5805.66,3.71382,-0.30689
5905.76,3.68268,-0.591542
6005.86,3.40248,-0.88509
6105.96,3.39358,-1.15195
6206.05,3.14896,-1.16085
6306.15,2.85986,-1.53445
6406.25,2.66861,-1.66788
6506.35,2.36172,-1.83689
6606.45,2.19716,-2.29056
6706.54,1.87692,-2.47291
6806.64,1.41436,-2.58855
6906.74,1.20977,-2.49515
7006.84,1.08968,-2.71309
7106.93,0.582647,-2.75757
7207.03,0.378053,-2.86431
7307.13,0.128983,-2.94437
7407.23,-0.2891,-2.90879
7507.32,-0.555961,-3.14896
7607.42,-0.747211,-2.95326
7707.52,-1.00073,-2.90879
7807.62,-1.29872,-2.92658
7907.71,-1.73015,-2.9755
8007.81,-2.09931,-2.72198
8107.91,-2.3973,-2.64193
8208.01,-2.51739,-2.25053
8308.11,-2.80204,-2.22829
8408.2,-3.25571,-2.15713
8508.3,-3.36245,-1.81021
8608.4,-3.54925,-1.46329
8708.5,-3.79388,-1.40992
8808.59,-3.98513,-1.2409
8908.69,-4.06074,-1.03631
9008.79,-4.40321,-0.707182
9108.89,-4.66118,-0.48035
9208.98,-4.8124,-0.338024
9309.08,-4.85243,-0.191251
9409.18,-5.08815,-0.0222384
9509.28,-5.11929,0.378053
9609.38,-5.0926,0.88509
9709.47,-5.11484,1.33875
9809.57,-5.03923,1.46329
9909.67,-5.16821,1.86803
10009.8,-5.11484,2.21495
10109.9,-4.97251,2.47291
10210,-5.01254,2.89989
10310.1,-4.87911,3.07335
10410.2,-4.92804,3.37579
10510.3,-4.90135,3.66934
10610.4,-4.8035,3.96734
10710.4,-4.65228,4.22975
10810.5,-4.36318,4.59446
10910.6,-4.26978,4.78571
11010.7,-4.04295,4.87466
11110.8,-3.9451,5.30609
11210.9,-3.69603,5.66635
11311,-3.2646,5.78644
11411.1,-3.20233,6.00882
11511.2,-3.03332,6.32016
11611.3,-2.69975,6.4447
11711.4,-2.43733,6.56923
11811.5,-2.14823,6.67598
11911.6,-1.86358,6.84499
12011.7,-1.59227,7.01845
12111.8,-1.2409,7.19191
